puzzle_id,difficulty,cards,target,minimal_complexity_score,fractional_steps,division_steps,subtraction_steps,tree_depth,max_denominator,solution_count,easiest_expression,generator_witness,old_difficulty,new_difficulty,decision,unary_steps,negative_intermediate_steps,max_intermediate_magnitude,raw_minimal_tuple
8264,EASY,9 5 7 3,13,8295,0,0,1,3,1,720,(((3*5)+7)-9),5*3+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,22,"[0, 0, 0, 3, 1]"
8265,EASY,7 3 5 5,13,8295,0,0,1,3,1,576,(((3*5)+5)-7),3*5+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,20,"[0, 0, 0, 3, 1]"
8266,EASY,7 5 3 6,14,8294,0,0,1,3,1,1440,(((3*5)+6)-7),3*5+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,21,"[0, 0, 0, 3, 1]"
8267,EASY,4 4 7 5,14,8296,0,0,1,3,1,324,(((4*4)+5)-7),4*4+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,21,"[0, 0, 0, 3, 1]"
8268,EASY,13 8 5 4,15,8295,0,0,1,3,1,576,(((4*5)+8)-13),4*5+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,28,"[0, 0, 0, 3, 1]"
8269,EASY,11 11 4 2,15,8295,0,0,1,3,1,528,(((11*2)+4)-11),2*11+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,26,"[0, 0, 0, 3, 1]"
8270,EASY,6 8 10 3,16,8262,0,0,1,2,1,1440,((10*3)-(6+8)),3*6+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,30,"[0, 0, 0, 3, 1]"
8271,EASY,5 13 9 4,16,8295,0,0,1,3,1,576,(((4*5)+9)-13),4*5+9-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,29,"[0, 0, 0, 3, 1]"
8272,EASY,10 5 2 2,17,8296,0,0,1,3,1,432,(((10*2)+2)-5),2*10+2-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,22,"[0, 0, 0, 3, 1]"
8273,EASY,6 3 6 5,17,8295,0,0,1,3,1,696,(((3*6)+5)-6),3*6+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,23,"[0, 0, 0, 3, 1]"
8274,EASY,3 5 5 4,18,8262,0,0,1,2,1,1140,((4+5)*(5-3)),4*5+3-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,18,"[0, 0, 0, 3, 1]"
8275,EASY,7 12 9 3,18,8294,0,0,1,3,1,1776,(((3*7)+9)-12),3*7+9-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,30,"[0, 0, 0, 3, 1]"
8276,EASY,2 13 10 11,19,8295,0,0,1,3,1,864,(((11*2)+10)-13),2*11+10-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,32,"[0, 0, 0, 3, 1]"
8277,EASY,6 9 2 11,19,8295,0,0,1,3,1,816,(((11*2)+6)-9),2*11+6-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,28,"[0, 0, 0, 3, 1]"
8278,EASY,5 8 13 5,20,8295,0,0,1,3,1,900,(((5*5)+8)-13),5*5+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,33,"[0, 0, 0, 3, 1]"
8279,EASY,3 17 10 9,20,8262,0,0,1,2,1,1296,((10-9)*(17+3)),3*9+10-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,20,"[0, 0, 0, 3, 1]"
8280,EASY,9 11 5 3,21,8295,0,0,1,3,1,864,(((11+5)-9)*3),3*9+5-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,21,"[0, 0, 0, 3, 1]"
8281,EASY,8 9 11 2,21,8263,0,0,1,2,1,1008,((11-8)+(2*9)),2*11+8-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,21,"[0, 0, 0, 3, 1]"
8282,EASY,2 5 5 5,22,8296,0,0,1,3,1,324,(((5*5)+2)-5),5*5+2-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,27,"[0, 0, 0, 3, 1]"
8283,EASY,9 7 15 4,22,8295,0,0,1,3,1,576,(((4*7)+9)-15),4*7+9-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
8284,EASY,4 3 10 11,23,8296,0,0,1,3,1,432,(((10*3)+4)-11),3*10+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,34,"[0, 0, 0, 3, 1]"
8285,EASY,12 2 4 5,23,69,0,0,0,2,1,3672,((12+2)+(4+5)),2*12+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,23,"[0, 0, 0, 2, 1]"
8286,EASY,14 10 3 8,24,8263,0,0,1,2,1,864,((14*3)-(10+8)),3*10+8-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,42,"[0, 0, 0, 3, 1]"
8287,EASY,8 6 5 2,24,70,0,0,0,2,1,1584,((2*5)+(6+8)),5*6+2-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,24,"[0, 0, 0, 2, 1]"
8288,EASY,13 4 7 10,25,8295,0,0,1,3,1,720,(((10-7)*4)+13),4*7+10-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,25,"[0, 0, 0, 3, 1]"
8289,EASY,9 9 3 7,25,8296,0,0,1,3,1,432,(((3*9)+7)-9),9*3+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,34,"[0, 0, 0, 3, 1]"
8290,EASY,11 11 4 3,26,8296,0,0,1,3,1,432,(((11*3)+4)-11),3*11+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
8291,EASY,8 6 2 14,26,8261,0,0,1,2,1,3816,((14+6)+(8-2)),14*2+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,26,"[0, 0, 0, 3, 1]"
8292,EASY,17 9 8 4,27,8295,0,0,1,3,1,576,(((4*9)+8)-17),4*9+8-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,44,"[0, 0, 0, 3, 1]"
8293,EASY,3 7 4 4,27,8296,0,0,1,3,1,504,(((4*4)-7)*3),4*7+3-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,27,"[0, 0, 0, 3, 1]"
8294,EASY,12 3 10 10,28,8296,0,0,1,3,1,432,(((10*3)+10)-12),3*10+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
8295,EASY,7 5 3 10,28,8295,0,0,1,3,1,1008,(((10*3)+5)-7),3*10+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,35,"[0, 0, 0, 3, 1]"
8296,EASY,9 15 2 8,29,8296,0,0,1,3,1,432,(((15*2)+8)-9),15*2+8-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,38,"[0, 0, 0, 3, 1]"
8297,EASY,8 4 8 5,29,8296,0,0,1,3,1,432,(((4*8)+5)-8),4*8+5-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
8298,EASY,16 6 4 2,30,70,0,0,0,2,1,1152,((16+6)+(2*4)),16*2+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,30,"[0, 0, 0, 2, 1]"
8299,EASY,6 11 7 5,30,8295,0,0,1,3,1,576,(((5*7)+6)-11),7*5+6-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,41,"[0, 0, 0, 3, 1]"
8300,EASY,6 5 2 16,31,8295,0,0,1,3,1,912,(((16*2)+5)-6),16*2+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
8301,EASY,14 9 6 6,31,8296,0,0,1,3,1,324,(((6*6)+9)-14),6*6+9-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,45,"[0, 0, 0, 3, 1]"
8302,EASY,5 8 9 17,32,8295,0,0,1,3,1,576,(((5*8)+9)-17),5*8+9-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,49,"[0, 0, 0, 3, 1]"
8303,EASY,4 6 6 8,32,8261,0,0,1,2,1,3828,((4*8)+(6-6)),6*6+4-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,32,"[0, 0, 0, 3, 1]"
8304,EASY,7 5 7 5,33,8296,0,0,1,3,1,432,(((5*7)+5)-7),7*5+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
8305,EASY,4 5 7 2,33,8263,0,0,1,2,1,960,((4+7)*(5-2)),7*5+2-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,33,"[0, 0, 0, 3, 1]"
8306,EASY,6 8 2 18,34,69,0,0,0,2,1,3816,((18+2)+(6+8)),18*2+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,34,"[0, 0, 0, 2, 1]"
8307,EASY,7 9 4 9,34,8296,0,0,1,3,1,432,(((4*9)+7)-9),9*4+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,43,"[0, 0, 0, 3, 1]"
8308,EASY,5 6 6 4,35,71,0,0,0,2,1,756,((4*6)+(5+6)),6*6+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,35,"[0, 0, 0, 2, 1]"
8309,EASY,2 18 7 6,35,8295,0,0,1,3,1,528,(((18*2)+6)-7),18*2+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,42,"[0, 0, 0, 3, 1]"
8310,EASY,5 9 4 10,36,8295,0,0,1,3,1,576,(((10*4)+5)-9),4*10+5-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,45,"[0, 0, 0, 3, 1]"
8311,EASY,4 2 6 10,36,70,0,0,0,2,1,1152,((10+2)+(4*6)),4*10+2-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,36,"[0, 0, 0, 2, 1]"
8312,EASY,11 5 9 3,37,8263,0,0,1,2,1,864,((11*3)+(9-5)),5*9+3-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
8313,EASY,13 5 9 5,37,8296,0,0,1,3,1,432,(((5*9)+5)-13),5*9+5-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,50,"[0, 0, 0, 3, 1]"
8314,EASY,2 7 20 9,38,69,0,0,0,2,1,3816,((2+20)+(7+9)),20*2+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,38,"[0, 0, 0, 2, 1]"
8315,EASY,11 5 4 11,38,8296,0,0,1,3,1,432,(((11*4)+5)-11),4*11+5-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,49,"[0, 0, 0, 3, 1]"
8316,EASY,5 6 12 9,39,8295,0,0,1,3,1,576,(((12-6)*5)+9),5*9+6-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,39,"[0, 0, 0, 3, 1]"
8317,EASY,4 4 5 10,39,8296,0,0,1,3,1,432,(((10*4)+4)-5),4*10+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,44,"[0, 0, 0, 3, 1]"
8318,EASY,8 8 6 16,40,8295,0,0,1,3,1,720,(((6*8)+8)-16),6*8+8-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,56,"[0, 0, 0, 3, 1]"
8319,EASY,10 7 6 12,40,8295,0,0,1,3,1,720,(((10-6)*7)+12),7*6+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
8320,EASY,10 3 5 12,41,8263,0,0,1,2,1,1008,((10-5)+(12*3)),5*10+3-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,41,"[0, 0, 0, 3, 1]"
8321,EASY,7 6 4 5,41,71,0,0,0,2,1,864,((4+7)+(5*6)),6*7+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,41,"[0, 0, 0, 2, 1]"
8322,EASY,8 8 6 14,42,8295,0,0,1,3,1,576,(((6*8)+8)-14),6*8+8-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,56,"[0, 0, 0, 3, 1]"
8323,EASY,6 9 5 9,42,8263,0,0,1,2,1,720,((5+9)*(9-6)),5*9+6-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,42,"[0, 0, 0, 3, 1]"
8324,EASY,6 15 8 10,43,8296,0,0,1,3,1,432,(((6*8)+10)-15),6*8+10-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,58,"[0, 0, 0, 3, 1]"
8325,EASY,9 5 12 10,43,8296,0,0,1,3,1,432,(((5*9)+10)-12),9*5+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,55,"[0, 0, 0, 3, 1]"
8326,EASY,9 7 5 8,44,8296,0,0,1,3,1,432,(((5*9)+7)-8),5*9+7-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,52,"[0, 0, 0, 3, 1]"
8327,EASY,12 7 4 11,44,8294,0,0,1,3,1,1152,(((12*4)+7)-11),4*12+7-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,55,"[0, 0, 0, 3, 1]"
8328,EASY,8 5 10 13,45,8295,0,0,1,3,1,576,(((10*5)+8)-13),5*10+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,58,"[0, 0, 0, 3, 1]"
8329,EASY,8 8 6 11,45,8296,0,0,1,3,1,432,(((6*8)+8)-11),6*8+8-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,56,"[0, 0, 0, 3, 1]"
8330,EASY,17 9 9 6,46,8296,0,0,1,3,1,432,(((6*9)+9)-17),6*9+9-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,63,"[0, 0, 0, 3, 1]"
8331,EASY,6 8 4 6,46,8296,0,0,1,3,1,432,(((6*8)+4)-6),6*8+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,52,"[0, 0, 0, 3, 1]"
8332,EASY,5 8 6 6,47,8296,0,0,1,3,1,432,(((6*8)+5)-6),8*6+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,53,"[0, 0, 0, 3, 1]"
8333,EASY,7 16 6 3,47,8295,0,0,1,3,1,576,(((16*3)+6)-7),16*3+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,54,"[0, 0, 0, 3, 1]"
8334,EASY,2 4 25 6,48,8295,0,0,1,3,1,720,(((2*25)+4)-6),25*2+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,54,"[0, 0, 0, 3, 1]"
8335,EASY,4 5 13 9,48,8295,0,0,1,3,1,576,(((13*4)+5)-9),13*4+5-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,57,"[0, 0, 0, 3, 1]"
8336,EASY,17 3 5 3,49,8296,0,0,1,3,1,432,(((17*3)+3)-5),17*3+3-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,54,"[0, 0, 0, 3, 1]"
8337,EASY,8 13 6 9,49,8296,0,0,1,3,1,432,(((6*9)+8)-13),6*9+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,62,"[0, 0, 0, 3, 1]"
8338,EASY,8 7 7 13,50,8295,0,0,1,3,1,576,(((13-7)*7)+8),7*8+7-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,50,"[0, 0, 0, 3, 1]"
8339,EASY,9 7 6 11,50,8263,0,0,1,2,1,864,((11*6)-(7+9)),6*9+7-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,66,"[0, 0, 0, 3, 1]"
8340,EASY,7 7 2 8,51,8296,0,0,1,3,1,432,(((7*8)+2)-7),8*7+2-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,58,"[0, 0, 0, 3, 1]"
8341,EASY,13 8 8 7,51,8296,0,0,1,3,1,432,(((7*8)+8)-13),7*8+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,64,"[0, 0, 0, 3, 1]"
8342,EASY,11 10 5 7,52,8295,0,0,1,3,1,576,(((11*5)+7)-10),5*11+7-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,62,"[0, 0, 0, 3, 1]"
8343,EASY,8 7 13 9,52,8262,0,0,1,2,1,1488,((8*9)-(13+7)),7*8+9-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,72,"[0, 0, 0, 3, 1]"
8344,EASY,4 11 10 6,53,8295,0,0,1,3,1,576,(((10*6)+4)-11),6*10+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,64,"[0, 0, 0, 3, 1]"
8345,EASY,12 7 14 5,53,8296,0,0,1,3,1,432,(((12*5)+7)-14),5*12+7-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,67,"[0, 0, 0, 3, 1]"
8346,EASY,11 11 10 5,54,8296,0,0,1,3,1,432,(((11*5)+10)-11),11*5+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,65,"[0, 0, 0, 3, 1]"
8347,EASY,5 28 7 2,54,8295,0,0,1,3,1,576,(((2*28)+5)-7),28*2+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,61,"[0, 0, 0, 3, 1]"
8348,EASY,12 10 7 6,55,8263,0,0,1,2,1,1008,((12*6)-(10+7)),6*10+7-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,72,"[0, 0, 0, 3, 1]"
8349,EASY,16 8 9 7,55,8296,0,0,1,3,1,432,(((7*9)+8)-16),7*9+8-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,71,"[0, 0, 0, 3, 1]"
8350,EASY,10 9 3 7,56,8295,0,0,1,3,1,576,(((7*9)+3)-10),7*9+3-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,66,"[0, 0, 0, 3, 1]"
8351,EASY,9 8 17 8,56,8296,0,0,1,3,1,468,(((8*8)+9)-17),8*8+9-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,73,"[0, 0, 0, 3, 1]"
8352,EASY,4 11 8 15,57,8263,0,0,1,2,1,576,((11-8)*(15+4)),15*4+8-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,57,"[0, 0, 0, 3, 1]"
8353,EASY,8 6 13 8,57,8296,0,0,1,3,1,324,(((8*8)+6)-13),8*8+6-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,70,"[0, 0, 0, 3, 1]"
8354,EASY,8 14 8 8,58,8296,0,0,1,3,1,324,(((8*8)+8)-14),8*8+8-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,72,"[0, 0, 0, 3, 1]"
