puzzle_id,difficulty,cards,target,minimal_complexity_score,fractional_steps,division_steps,subtraction_steps,tree_depth,max_denominator,solution_count,easiest_expression,generator_witness,old_difficulty,new_difficulty,decision,unary_steps,negative_intermediate_steps,max_intermediate_magnitude,raw_minimal_tuple
279,EASY,3 5 2 11,20,8294,0,0,1,3,1,1344,(((11*2)+3)-5),2*11+3-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,25,"[0, 0, 0, 3, 1]"
280,EASY,6 15 10 3,21,8295,0,0,1,3,1,1008,(((10*3)+6)-15),3*10+6-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,36,"[0, 0, 0, 3, 1]"
281,EASY,12 6 3 2,21,8262,0,0,1,2,1,1440,((12-3)+(2*6)),2*12+3-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,21,"[0, 0, 0, 3, 1]"
282,EASY,8 8 6 3,22,8263,0,0,1,2,1,720,((3+8)*(8-6)),3*8+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,22,"[0, 0, 0, 3, 1]"
283,EASY,10 4 12 6,22,8263,0,0,1,2,1,864,((10*4)-(12+6)),6*4+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
284,EASY,10 4 3 11,23,8296,0,0,1,3,1,432,(((10*3)+4)-11),3*10+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,34,"[0, 0, 0, 3, 1]"
285,EASY,8 2 12 9,23,8295,0,0,1,3,1,864,(((12*2)+8)-9),2*12+8-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,32,"[0, 0, 0, 3, 1]"
286,EASY,3 9 7 4,24,8263,0,0,1,2,1,1008,((3*4)*(9-7)),3*9+4-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,24,"[0, 0, 0, 3, 1]"
287,EASY,7 5 5 6,24,8263,0,0,1,2,1,756,((5*7)-(5+6)),5*5+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,35,"[0, 0, 0, 3, 1]"
288,EASY,8 15 4 8,25,8295,0,0,1,3,1,864,(((4*8)+8)-15),4*8+8-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
289,EASY,4 7 7 4,25,8295,0,0,1,3,1,576,(((4*7)+4)-7),7*4+4-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,32,"[0, 0, 0, 3, 1]"
290,EASY,2 11 9 3,26,70,0,0,0,2,1,1296,((11+9)+(2*3)),3*11+2-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,26,"[0, 0, 0, 2, 1]"
291,EASY,10 8 2 14,26,8262,0,0,1,2,1,1488,((10*2)+(14-8)),14*2+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,26,"[0, 0, 0, 3, 1]"
292,EASY,3 9 12 4,27,8295,0,0,1,3,1,864,(((4*9)+3)-12),4*9+3-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,39,"[0, 0, 0, 3, 1]"
293,EASY,5 4 7 4,27,8263,0,0,1,2,1,912,((4+5)*(7-4)),4*7+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,27,"[0, 0, 0, 3, 1]"
294,EASY,5 15 7 2,28,8295,0,0,1,3,1,576,(((15*2)+5)-7),15*2+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,35,"[0, 0, 0, 3, 1]"
295,EASY,5 5 12 7,28,8295,0,0,1,3,1,576,(((5*7)+5)-12),5*7+5-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
296,EASY,2 8 15 7,29,8296,0,0,1,3,1,432,(((15*2)+7)-8),15*2+7-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
297,EASY,13 4 8 10,29,8296,0,0,1,3,1,432,(((4*8)+10)-13),4*8+10-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,42,"[0, 0, 0, 3, 1]"
298,EASY,3 12 9 11,30,8262,0,0,1,2,1,1152,((11-9)*(12+3)),3*11+9-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,30,"[0, 0, 0, 3, 1]"
299,EASY,6 12 4 9,30,8263,0,0,1,2,1,960,((12-9)*(4+6)),4*9+6-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,30,"[0, 0, 0, 3, 1]"
300,EASY,14 5 10 7,31,8296,0,0,1,3,1,432,(((5*7)+10)-14),7*5+10-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,45,"[0, 0, 0, 3, 1]"
301,EASY,4 3 6 11,31,8295,0,0,1,3,1,672,(((11*3)+4)-6),11*3+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,37,"[0, 0, 0, 3, 1]"
302,EASY,4 10 4 12,32,8263,0,0,1,2,1,600,((12-10)*(4*4)),4*10+4-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,32,"[0, 0, 0, 3, 1]"
303,EASY,17 2 4 6,32,8295,0,0,1,3,1,720,(((17*2)+4)-6),17*2+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,38,"[0, 0, 0, 3, 1]"
304,EASY,7 9 4 4,33,8263,0,0,1,2,1,864,((4*7)+(9-4)),4*9+4-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,33,"[0, 0, 0, 3, 1]"
305,EASY,12 3 10 7,33,8294,0,0,1,3,1,1056,(((12*3)+7)-10),12*3+7-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,43,"[0, 0, 0, 3, 1]"
306,EASY,3 9 10 4,34,8294,0,0,1,3,1,1056,(((10*4)+3)-9),4*10+3-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,43,"[0, 0, 0, 3, 1]"
307,EASY,6 7 7 5,34,8296,0,0,1,3,1,432,(((5*7)+6)-7),5*7+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,41,"[0, 0, 0, 3, 1]"
308,EASY,3 12 7 6,35,8295,0,0,1,3,1,528,(((12*3)+6)-7),12*3+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,42,"[0, 0, 0, 3, 1]"
309,EASY,5 14 8 9,35,8295,0,0,1,3,1,576,(((5*8)+9)-14),8*5+9-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,49,"[0, 0, 0, 3, 1]"
310,EASY,6 10 16 7,36,8295,0,0,1,3,1,720,(((6*7)+10)-16),6*7+10-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,52,"[0, 0, 0, 3, 1]"
311,EASY,19 6 8 2,36,8295,0,0,1,3,1,576,(((19*2)+6)-8),19*2+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,44,"[0, 0, 0, 3, 1]"
312,EASY,10 4 11 8,37,8295,0,0,1,3,1,576,(((10*4)+8)-11),4*10+8-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,48,"[0, 0, 0, 3, 1]"
313,EASY,12 4 10 9,37,8295,0,0,1,3,1,1008,(((10*4)+9)-12),4*10+9-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,49,"[0, 0, 0, 3, 1]"
314,EASY,3 8 5 5,38,103,0,0,0,3,1,528,(((5+5)*3)+8),8*5+3-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,38,"[0, 0, 0, 3, 1]"
315,EASY,9 5 8 11,38,8263,0,0,1,2,1,1008,((11*5)-(8+9)),5*8+9-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,55,"[0, 0, 0, 3, 1]"
316,EASY,5 5 11 9,39,8295,0,0,1,3,1,720,(((11-5)*5)+9),5*9+5-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,39,"[0, 0, 0, 3, 1]"
317,EASY,4 5 6 10,39,71,0,0,0,2,1,864,((10+5)+(4*6)),4*10+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,39,"[0, 0, 0, 2, 1]"
318,EASY,4 5 9 9,40,8262,0,0,1,2,1,1152,((4*9)+(9-5)),5*9+4-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
319,EASY,10 6 7 12,40,8295,0,0,1,3,1,720,(((10-6)*7)+12),6*7+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,40,"[0, 0, 0, 3, 1]"
320,EASY,6 5 7 6,41,8296,0,0,1,3,1,432,(((6*7)+5)-6),7*6+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,47,"[0, 0, 0, 3, 1]"
321,EASY,9 5 7 11,41,8295,0,0,1,3,1,576,(((11-7)*9)+5),5*9+7-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,41,"[0, 0, 0, 3, 1]"
322,EASY,8 6 6 12,42,8295,0,0,1,3,1,576,(((6*8)+6)-12),8*6+6-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,54,"[0, 0, 0, 3, 1]"
323,EASY,8 2 22 10,42,69,0,0,0,2,1,3960,((10+2)+(22+8)),22*2+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,42,"[0, 0, 0, 2, 1]"
324,EASY,14 8 6 9,43,8296,0,0,1,3,1,432,(((6*8)+9)-14),6*8+9-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,57,"[0, 0, 0, 3, 1]"
325,EASY,9 5 8 6,43,8263,0,0,1,2,1,864,((5*8)+(9-6)),9*5+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,43,"[0, 0, 0, 3, 1]"
326,EASY,9 5 9 10,44,8296,0,0,1,3,1,432,(((5*9)+9)-10),5*9+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,54,"[0, 0, 0, 3, 1]"
327,EASY,5 4 12 9,44,8295,0,0,1,3,1,720,(((12*4)+5)-9),4*12+5-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,53,"[0, 0, 0, 3, 1]"
328,EASY,12 4 9 12,45,8295,0,0,1,3,1,888,(((12*4)+9)-12),4*12+9-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,57,"[0, 0, 0, 3, 1]"
329,EASY,3 12 4 6,45,8295,0,0,1,3,1,576,(((12*4)+3)-6),12*4+3-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,51,"[0, 0, 0, 3, 1]"
330,EASY,10 10 14 5,46,8296,0,0,1,3,1,432,(((10*5)+10)-14),5*10+10-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,60,"[0, 0, 0, 3, 1]"
331,EASY,11 9 3 6,46,8296,0,0,1,3,1,432,(((6*9)+3)-11),6*9+3-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,57,"[0, 0, 0, 3, 1]"
332,EASY,16 6 9 9,47,8296,0,0,1,3,1,432,(((6*9)+9)-16),6*9+9-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,63,"[0, 0, 0, 3, 1]"
333,EASY,7 5 15 11,47,8296,0,0,1,3,1,432,(((11*5)+7)-15),5*11+7-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,62,"[0, 0, 0, 3, 1]"
334,EASY,2 5 25 7,48,8295,0,0,1,3,1,576,(((2*25)+5)-7),25*2+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,55,"[0, 0, 0, 3, 1]"
335,EASY,4 13 4 8,48,8295,0,0,1,3,1,576,(((13*4)+4)-8),13*4+4-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,56,"[0, 0, 0, 3, 1]"
336,EASY,25 10 9 2,49,8296,0,0,1,3,1,432,(((2*25)+9)-10),25*2+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,59,"[0, 0, 0, 3, 1]"
337,EASY,7 2 9 8,49,8295,0,0,1,3,1,816,(((2*8)-9)*7),7*8+2-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,49,"[0, 0, 0, 3, 1]"
338,EASY,9 4 6 8,50,71,0,0,0,2,1,864,((4*9)+(6+8)),6*9+4-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,50,"[0, 0, 0, 2, 1]"
339,EASY,10 6 10 20,50,8294,0,0,1,3,1,1536,(((10*6)+10)-20),6*10+10-20,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,70,"[0, 0, 0, 3, 1]"
340,EASY,9 4 7 8,51,70,0,0,0,2,1,1584,((4*9)+(7+8)),8*7+4-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,51,"[0, 0, 0, 2, 1]"
341,EASY,11 8 6 7,51,8263,0,0,1,2,1,864,((11*6)-(7+8)),7*8+6-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,66,"[0, 0, 0, 3, 1]"
342,EASY,7 7 8 3,52,103,0,0,0,3,1,576,(((7+8)*3)+7),7*8+3-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,52,"[0, 0, 0, 3, 1]"
343,EASY,11 5 7 4,52,8295,0,0,1,3,1,1008,(((11*5)+4)-7),5*11+4-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,59,"[0, 0, 0, 3, 1]"
344,EASY,5 6 9 6,53,8296,0,0,1,3,1,432,(((6*9)+5)-6),6*9+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,59,"[0, 0, 0, 3, 1]"
345,EASY,11 8 6 5,53,8263,0,0,1,2,1,864,((11*6)-(5+8)),5*11+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,66,"[0, 0, 0, 3, 1]"
346,EASY,6 11 5 5,54,8296,0,0,1,3,1,432,(((11*5)+5)-6),11*5+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,60,"[0, 0, 0, 3, 1]"
347,EASY,12 28 10 2,54,8295,0,0,1,3,1,576,(((2*28)+10)-12),28*2+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,66,"[0, 0, 0, 3, 1]"
348,EASY,4 10 9 6,55,70,0,0,0,2,1,1104,((10*4)+(6+9)),6*10+4-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,55,"[0, 0, 0, 2, 1]"
349,EASY,10 9 2 7,55,8295,0,0,1,3,1,672,(((7*9)+2)-10),7*9+2-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,65,"[0, 0, 0, 3, 1]"
350,EASY,2 12 6 5,56,8263,0,0,1,2,1,816,((12-5)*(2+6)),5*12+2-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,56,"[0, 0, 0, 3, 1]"
351,EASY,9 5 5 12,56,8296,0,0,1,3,1,432,(((12*5)+5)-9),12*5+5-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,65,"[0, 0, 0, 3, 1]"
352,EASY,2 11 10 29,57,8296,0,0,1,3,1,432,(((2*29)+10)-11),29*2+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,68,"[0, 0, 0, 3, 1]"
353,EASY,4 7 12 5,57,8296,0,0,1,3,1,432,(((12*5)+4)-7),5*12+4-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,64,"[0, 0, 0, 3, 1]"
354,EASY,2 4 15 4,58,8295,0,0,1,3,1,624,(((15*4)+2)-4),15*4+2-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,62,"[0, 0, 0, 3, 1]"
355,EASY,10 10 8 6,58,8296,0,0,1,3,1,432,(((10*6)+8)-10),10*6+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,68,"[0, 0, 0, 3, 1]"
